InterconnectorLinks,ToNode,Period,col3,InitialCap,Potential_expansion_(2030),Exponential_growth,Exp._Incl._Cap,Lowest,Highest,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
EnergyhubEU,Borssele,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Borssele,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Borssele,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Borssele,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Borssele,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Borssele,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Borssele,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Denmark,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Denmark,2,0,0.0,0.0,1400.0,1400.0,560.0,2800.0,,,,,,,,,,,,,,
EnergyhubEU,Denmark,3,0,0.0,0.0,2800.0,2800.0,1461.8856000000003,6300.0,,,,,,,,,,,,,,
EnergyhubEU,Denmark,4,0,0.0,0.0,4200.0,4200.0,2914.381377656001,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Denmark,5,0,0.0,0.0,5600.0,5600.0,5253.640352528768,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Denmark,6,0,0.0,0.0,7000.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Denmark,7,0,0.0,0.0,8400.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Denmark,8,0,0.0,0.0,9800.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,DoggerBank,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,DoggerBank,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,DoggerBank,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,DoggerBank,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,DoggerBank,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,DoggerBank,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,DoggerBank,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,DoggerBank,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,EastAnglia,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,EastAnglia,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,EastAnglia,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,EastAnglia,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,EastAnglia,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,EastAnglia,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,EastAnglia,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,EastAnglia,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,FirthofForth,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,FirthofForth,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,FirthofForth,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,FirthofForth,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,FirthofForth,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,FirthofForth,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,FirthofForth,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,FirthofForth,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Germany,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Germany,2,0,0.0,0.0,1400.0,1400.0,560.0,2800.0,,,,,,,,,,,,,,
EnergyhubEU,Germany,3,0,0.0,0.0,2800.0,2800.0,1461.8856000000003,6300.0,,,,,,,,,,,,,,
EnergyhubEU,Germany,4,0,0.0,0.0,4200.0,4200.0,2914.381377656001,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Germany,5,0,0.0,0.0,5600.0,5600.0,5253.640352528768,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Germany,6,0,0.0,0.0,7000.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Germany,7,0,0.0,0.0,8400.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Germany,8,0,0.0,0.0,9800.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,GreatBrit.,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,GreatBrit.,2,0,0.0,0.0,1400.0,1400.0,560.0,2800.0,,,,,,,,,,,,,,
EnergyhubEU,GreatBrit.,3,0,0.0,0.0,2800.0,2800.0,1461.8856000000003,6300.0,,,,,,,,,,,,,,
EnergyhubEU,GreatBrit.,4,0,0.0,0.0,4200.0,4200.0,2914.381377656001,9800.0,,,,,,,,,,,,,,
EnergyhubEU,GreatBrit.,5,0,0.0,0.0,5600.0,5600.0,5253.640352528768,9800.0,,,,,,,,,,,,,,
EnergyhubEU,GreatBrit.,6,0,0.0,0.0,7000.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
EnergyhubEU,GreatBrit.,7,0,0.0,0.0,8400.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,GreatBrit.,8,0,0.0,0.0,9800.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,HelgoländerBucht,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HelgoländerBucht,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HelgoländerBucht,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HelgoländerBucht,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HelgoländerBucht,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HelgoländerBucht,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HelgoländerBucht,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HelgoländerBucht,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HollandseeKust,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HollandseeKust,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HollandseeKust,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HollandseeKust,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HollandseeKust,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HollandseeKust,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HollandseeKust,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,HollandseeKust,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Hornsea,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Hornsea,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Hornsea,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Hornsea,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Hornsea,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Hornsea,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Hornsea,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Hornsea,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,MorayFirth,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,MorayFirth,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,MorayFirth,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,MorayFirth,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,MorayFirth,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,MorayFirth,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,MorayFirth,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,MorayFirth,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Netherlands,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Netherlands,2,0,0.0,0.0,1400.0,1400.0,560.0,2800.0,,,,,,,,,,,,,,
EnergyhubEU,Netherlands,3,0,0.0,0.0,2800.0,2800.0,1461.8856000000003,6300.0,,,,,,,,,,,,,,
EnergyhubEU,Netherlands,4,0,0.0,0.0,4200.0,4200.0,2914.381377656001,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Netherlands,5,0,0.0,0.0,5600.0,5600.0,5253.640352528768,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Netherlands,6,0,0.0,0.0,7000.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Netherlands,7,0,0.0,0.0,8400.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Netherlands,8,0,0.0,0.0,9800.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,NO2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,NO2,2,0,0.0,0.0,1400.0,1400.0,560.0,2800.0,,,,,,,,,,,,,,
EnergyhubEU,NO2,3,0,0.0,0.0,2800.0,2800.0,1461.8856000000003,6300.0,,,,,,,,,,,,,,
EnergyhubEU,NO2,4,0,0.0,0.0,4200.0,4200.0,2914.381377656001,9800.0,,,,,,,,,,,,,,
EnergyhubEU,NO2,5,0,0.0,0.0,5600.0,5600.0,5253.640352528768,9800.0,,,,,,,,,,,,,,
EnergyhubEU,NO2,6,0,0.0,0.0,7000.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
EnergyhubEU,NO2,7,0,0.0,0.0,8400.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,NO2,8,0,0.0,0.0,9800.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,NO5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,NO5,2,0,0.0,0.0,1400.0,1400.0,560.0,2800.0,,,,,,,,,,,,,,
EnergyhubEU,NO5,3,0,0.0,0.0,2800.0,2800.0,1461.8856000000003,6300.0,,,,,,,,,,,,,,
EnergyhubEU,NO5,4,0,0.0,0.0,4200.0,4200.0,2914.381377656001,9800.0,,,,,,,,,,,,,,
EnergyhubEU,NO5,5,0,0.0,0.0,5600.0,5600.0,5253.640352528768,9800.0,,,,,,,,,,,,,,
EnergyhubEU,NO5,6,0,0.0,0.0,7000.0,9021.040324151109,9021.040324151109,9800.0,,,,,,,,,,,,,,
EnergyhubEU,NO5,7,0,0.0,0.0,8400.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,NO5,8,0,0.0,0.0,9800.0,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
EnergyhubEU,Nordsøen,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Nordsøen,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Nordsøen,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Nordsøen,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Nordsøen,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Nordsøen,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Nordsøen,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Nordsøen,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Norfolk,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Norfolk,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Norfolk,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Norfolk,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Norfolk,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Norfolk,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Norfolk,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,Norfolk,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,OuterDowsing,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,OuterDowsing,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,OuterDowsing,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,OuterDowsing,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,OuterDowsing,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,OuterDowsing,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,OuterDowsing,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,OuterDowsing,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøI,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøI,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøI,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøI,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøI,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøI,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøI,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøI,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøII,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøII,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøII,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøII,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøII,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøII,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøII,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,SørligeNordsjøII,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,UtsiraNord,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,UtsiraNord,2,1,0.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,UtsiraNord,3,1,0.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,UtsiraNord,4,1,0.0,0.0,4200.0,4200.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,UtsiraNord,5,1,0.0,0.0,5600.0,5600.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,UtsiraNord,6,1,0.0,0.0,7000.0,7000.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,UtsiraNord,7,1,0.0,0.0,8400.0,8400.0,0.0,0.0,,,,,,,,,,,,,,
EnergyhubEU,UtsiraNord,8,1,0.0,0.0,9800.0,9800.0,0.0,0.0,,,,,,,,,,,,,,
Finland,Estonia,1,0,1000.0,0.0,1000.0,1000.0,0.0,0.0,,,,,,,,,,,,,,
Finland,Estonia,2,0,1000.0,0.0,1610.5100000000004,1610.5100000000004,1560.0,3800.0,,,,,,,,,,,,,,
Finland,Estonia,3,0,1000.0,0.0,2593.7424601000016,2593.7424601000016,2461.8856000000005,7000.0,,,,,,,,,,,,,,
Finland,Estonia,4,0,1000.0,0.0,4177.248169415655,4177.248169415655,3914.3813776560014,7000.0,,,,,,,,,,,,,,
Finland,Estonia,5,0,1000.0,0.0,6727.499949325609,6727.499949325609,6253.640352528768,7000.0,,,,,,,,,,,,,,
Finland,Estonia,6,0,1000.0,0.0,10834.70594338839,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Finland,Estonia,7,0,1000.0,0.0,17449.402268886442,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Finland,Estonia,8,0,1000.0,0.0,28102.436848064313,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
FirthofForth,GreatBrit.,1,1,123.2,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,GreatBrit.,2,1,123.2,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,GreatBrit.,3,1,123.2,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,GreatBrit.,4,1,123.2,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,GreatBrit.,5,1,123.2,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,GreatBrit.,6,1,123.2,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,GreatBrit.,7,1,123.2,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,GreatBrit.,8,1,123.2,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,MorayFirth,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,MorayFirth,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,MorayFirth,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,MorayFirth,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,MorayFirth,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,MorayFirth,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,MorayFirth,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
FirthofForth,MorayFirth,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
France,Belgium,1,0,2700.0,0.0,2700.0,2700.0,0.0,0.0,,,,,,,,,,,,,,
France,Belgium,2,0,2700.0,1500.0,4348.377000000001,4348.377000000001,3260.0,5500.0,,,,,,,,,,,,,,
France,Belgium,3,0,2700.0,1500.0,7003.104642270005,7003.104642270005,4161.8856000000005,9000.0,,,,,,,,,,,,,,
France,Belgium,4,0,2700.0,1500.0,11278.570057422268,11278.570057422268,5614.381377656002,13200.0,,,,,,,,,,,,,,
France,Belgium,5,0,2700.0,1500.0,18164.249863179142,18100.0,7953.640352528769,18100.0,,,,,,,,,,,,,,
France,Belgium,6,0,2700.0,1500.0,29253.70604714865,18900.0,11721.04032415111,18900.0,,,,,,,,,,,,,,
France,Belgium,7,0,2700.0,1500.0,47113.38612599339,18900.0,17321.04032415111,18900.0,,,,,,,,,,,,,,
France,Belgium,8,0,2700.0,1500.0,75876.57948977365,18900.0,18900.0,18900.0,,,,,,,,,,,,,,
France,Germany,1,0,2825.0,0.0,2825.0,2825.0,0.0,0.0,,,,,,,,,,,,,,
France,Germany,2,0,2825.0,3700.0,6525.0,5625.0,3385.0,5625.0,,,,,,,,,,,,,,
France,Germany,3,0,2825.0,3700.0,10508.577750000004,9125.0,4286.8856000000005,9125.0,,,,,,,,,,,,,,
France,Germany,4,0,2825.0,3700.0,16924.16955215251,13325.0,5739.381377656002,13325.0,,,,,,,,,,,,,,
France,Germany,5,0,2825.0,3700.0,27256.54430543715,18225.0,8078.640352528769,18225.0,,,,,,,,,,,,,,
France,Germany,6,0,2825.0,3700.0,43896.9371693496,19775.0,11846.04032415111,19775.0,,,,,,,,,,,,,,
France,Germany,7,0,2825.0,3700.0,70696.45628060924,19775.0,17446.04032415111,19775.0,,,,,,,,,,,,,,
France,Germany,8,0,2825.0,3700.0,113857.34980448404,19775.0,19775.0,19775.0,,,,,,,,,,,,,,
France,Spain,1,0,4560.0,0.0,4560.0,4560.0,0.0,0.0,,,,,,,,,,,,,,
France,Spain,2,0,4560.0,0.0,7343.925600000002,7343.925600000002,5120.0,7360.0,,,,,,,,,,,,,,
France,Spain,3,0,4560.0,0.0,11827.465618056007,10860.0,6021.8856000000005,10860.0,,,,,,,,,,,,,,
France,Spain,4,0,4560.0,0.0,19048.251652535386,15060.0,7474.381377656002,15060.0,,,,,,,,,,,,,,
France,Spain,5,0,4560.0,0.0,30677.399768924774,19960.0,9813.640352528768,19960.0,,,,,,,,,,,,,,
France,Spain,6,0,4560.0,0.0,49406.25910185106,25560.0,13581.040324151109,25560.0,,,,,,,,,,,,,,
France,Spain,7,0,4560.0,0.0,79569.27434612217,31860.0,19181.04032415111,31860.0,,,,,,,,,,,,,,
France,Spain,8,0,4560.0,0.0,128147.11202717327,31920.0,25481.04032415111,31920.0,,,,,,,,,,,,,,
France,Switzerland,1,0,2750.0,0.0,2750.0,2750.0,0.0,0.0,,,,,,,,,,,,,,
France,Switzerland,2,0,2750.0,600.0,4428.902500000002,4428.902500000002,3310.0,5550.0,,,,,,,,,,,,,,
France,Switzerland,3,0,2750.0,600.0,7132.791765275006,7132.791765275006,4211.8856000000005,9050.0,,,,,,,,,,,,,,
France,Switzerland,4,0,2750.0,600.0,11487.432465893053,11487.432465893053,5664.381377656002,13250.0,,,,,,,,,,,,,,
France,Switzerland,5,0,2750.0,600.0,18500.62486064543,18150.0,8003.640352528769,18150.0,,,,,,,,,,,,,,
France,Switzerland,6,0,2750.0,600.0,29795.44134431808,19250.0,11771.04032415111,19250.0,,,,,,,,,,,,,,
France,Switzerland,7,0,2750.0,600.0,47985.85623943772,19250.0,17371.04032415111,19250.0,,,,,,,,,,,,,,
France,Switzerland,8,0,2750.0,600.0,77281.70133217688,19250.0,19250.0,19250.0,,,,,,,,,,,,,,
Germany,Austria,1,0,3500.0,0.0,3500.0,3500.0,0.0,0.0,,,,,,,,,,,,,,
Germany,Austria,2,0,3500.0,2500.0,6000.0,6000.0,4060.0,6300.0,,,,,,,,,,,,,,
Germany,Austria,3,0,3500.0,2500.0,9663.060000000003,9663.060000000003,4961.8856000000005,9800.0,,,,,,,,,,,,,,
Germany,Austria,4,0,3500.0,2500.0,15562.45476060001,14000.0,6414.381377656002,14000.0,,,,,,,,,,,,,,
Germany,Austria,5,0,3500.0,2500.0,25063.48901649393,18900.0,8753.640352528768,18900.0,,,,,,,,,,,,,,
Germany,Austria,6,0,3500.0,2500.0,40364.99969595366,24500.0,12521.040324151109,24500.0,,,,,,,,,,,,,,
Germany,Austria,7,0,3500.0,2500.0,65008.23566033035,24500.0,18121.04032415111,24500.0,,,,,,,,,,,,,,
Germany,Austria,8,0,3500.0,2500.0,104696.41361331867,24500.0,24421.04032415111,24500.0,,,,,,,,,,,,,,
Germany,Belgium,1,0,1000.0,0.0,1000.0,1000.0,0.0,0.0,,,,,,,,,,,,,,
Germany,Belgium,2,0,1000.0,0.0,1610.5100000000004,1610.5100000000004,1560.0,3800.0,,,,,,,,,,,,,,
Germany,Belgium,3,0,1000.0,0.0,2593.7424601000016,2593.7424601000016,2461.8856000000005,7000.0,,,,,,,,,,,,,,
Germany,Belgium,4,0,1000.0,0.0,4177.248169415655,4177.248169415655,3914.3813776560014,7000.0,,,,,,,,,,,,,,
Germany,Belgium,5,0,1000.0,0.0,6727.499949325609,6727.499949325609,6253.640352528768,7000.0,,,,,,,,,,,,,,
Germany,Belgium,6,0,1000.0,0.0,10834.70594338839,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
